그룹,4개사,11개사,CIC,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,당기순이익_지배주주손익,당기순이익_비지배주주손익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,자기자본_비지배주주지분,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일
Y,Y,Y,N,ELECTRIC,2023,8,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,014,524,108,280","507,836,377,005","251,497,792,821","1,100,445,726,724","431,788,115,834","154,744,211,730","1,284,605,675,264","430,613,397,719","676,425,868,139","74,994,405,543","102,572,003,863","3,299,129,783,544","1,687,995,524,672","411,226,112,440","907,269,300,435","369,500,111,797","1,611,134,181,622","150,000,000,000","-6,734,446,203","-24,368,170,210","-7,547,605,593","1,508,865,300,696","-9,080,897,069",104.77,56.31,144.59,26.9,117.7
Y,Y,Y,N,ELECTRIC,2023,8,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,424,099,209,297","559,612,414,724","418,775,664,685","1,169,237,459,822","469,682,149,989","276,473,670,066","1,354,835,457,280","601,259,790,942","549,369,159,670","85,405,231,251","118,801,275,417","3,778,934,666,577","1,902,325,549,494","291,568,566,818","1,006,635,172,921","604,121,809,755","1,876,609,117,083","177,500,000,000","181,206,533,242","-23,226,864,160","384,060,495","1,544,263,120,128","-3,517,732,622",101.37,53.64,165.18,43.56,121.62
Y,Y,Y,N,ELECTRIC,2023,9,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,014,524,108,280","507,836,377,005","251,497,792,821","1,100,445,726,724","431,788,115,834","154,744,211,730","1,284,605,675,264","430,613,397,719","676,425,868,139","74,994,405,543","102,572,003,863","3,299,129,783,544","1,687,995,524,672","411,226,112,440","907,269,300,435","369,500,111,797","1,611,134,181,622","150,000,000,000","-6,734,446,203","-24,368,170,210","-7,547,605,593","1,508,865,300,696","-9,080,897,069",104.77,56.31,144.59,26.9,117.7
Y,Y,Y,N,ELECTRIC,2023,9,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,396,459,158,307","467,651,559,386","464,466,612,636","1,225,126,874,149","418,504,587,564","239,214,112,136","1,386,173,353,917","604,186,537,298","558,581,007,337","95,890,552,113","127,515,257,169","3,782,632,512,224","1,904,801,964,596","372,475,880,378","933,657,973,825","598,668,110,393","1,877,830,547,628","177,500,000,000","181,210,959,743","-23,226,864,160","-6,771,990,585","1,546,492,577,775","2,625,864,855",101.44,49.72,172.9,47.53,125.37
Y,Y,Y,N,ELECTRIC,2023,10,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,014,524,108,280","507,836,377,005","251,497,792,821","1,100,445,726,724","431,788,115,834","154,744,211,730","1,284,605,675,264","430,613,397,719","676,425,868,139","74,994,405,543","102,572,003,863","3,299,129,783,544","1,687,995,524,672","411,226,112,440","907,269,300,435","369,500,111,797","1,611,134,181,622","150,000,000,000","-6,734,446,203","-24,368,170,210","-7,547,605,593","1,508,865,300,696","-9,080,897,069",104.77,56.31,144.59,26.9,117.7
Y,Y,Y,N,ELECTRIC,2023,10,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,587,630,183,152","705,269,977,179","461,709,228,102","1,187,439,723,575","487,838,476,438","233,211,254,296","1,391,760,385,049","602,036,288,987","559,649,185,436","95,633,202,517","134,441,708,109","3,979,390,568,201","2,084,264,767,140","355,904,598,527","1,118,507,456,781","609,852,711,832","1,895,125,801,061","177,500,000,000","181,210,959,743","-23,226,864,160","-13,170,756,063","1,569,309,196,228","3,503,265,313",109.98,59.02,166.52,46.62,119.9
Y,Y,Y,N,ELECTRIC,2023,11,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,014,524,108,280","507,836,377,005","251,497,792,821","1,100,445,726,724","431,788,115,834","154,744,211,730","1,284,605,675,264","430,613,397,719","676,425,868,139","74,994,405,543","102,572,003,863","3,299,129,783,544","1,687,995,524,672","411,226,112,440","907,269,300,435","369,500,111,797","1,611,134,181,622","150,000,000,000","-6,734,446,203","-24,368,170,210","-7,547,605,593","1,508,865,300,696","-9,080,897,069",104.77,56.31,144.59,26.9,117.7
Y,Y,Y,N,ELECTRIC,2023,11,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,514,850,698,955","638,055,766,228","471,642,308,385","1,154,546,921,085","516,617,599,702","250,605,703,257","1,425,952,181,528","630,055,417,885","561,918,614,542","95,415,122,096","138,563,027,005","3,940,802,880,483","2,011,475,682,040","332,254,107,892","1,089,504,344,542","589,717,229,606","1,929,327,198,443","177,500,000,000","181,210,959,743","-23,226,864,160","7,683,098,240","1,582,858,161,261","3,301,843,359",104.26,56.47,165.06,47.87,117.19
Y,Y,Y,N,ELECTRIC,2023,12,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,014,524,108,280","507,836,377,005","251,497,792,821","1,100,445,726,724","431,788,115,834","154,744,211,730","1,284,605,675,264","430,613,397,719","676,425,868,139","74,994,405,543","102,572,003,863","3,299,129,783,544","1,687,995,524,672","411,226,112,440","907,269,300,435","369,500,111,797","1,611,134,181,622","150,000,000,000","-6,734,446,203","-24,368,170,210","-7,547,605,593","1,508,865,300,696","-9,080,897,069",104.77,56.31,144.59,26.9,117.7
Y,Y,Y,N,ELECTRIC,2023,12,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,411,666,998,009","576,624,823,270","452,328,386,202","1,185,662,886,304","502,996,094,114","197,050,902,233","1,441,405,186,392","643,431,538,081","577,610,322,523","92,814,671,614","127,548,654,174","3,853,072,184,401","1,935,477,770,689","313,370,838,792","980,916,640,963","641,190,290,934","1,917,594,413,712","177,500,000,000","175,381,114,314","-23,226,864,160","-828,070,571","1,577,495,877,756","11,272,356,373",100.93,51.15,163.04,45.02,118.02
Y,Y,Y,N,ELECTRIC,2024,1,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,1,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,515,255,130,900","610,356,114,265","462,007,785,995","1,227,557,704,811","480,907,211,468","215,333,525,829","1,445,338,416,174","642,678,643,698","581,837,431,759","92,960,622,123","127,861,718,594","3,960,593,547,074","2,027,598,269,033","315,474,656,165","1,002,945,743,843","709,177,869,025","1,932,995,339,939","177,500,000,000","175,381,114,314","-23,226,864,160","-18,290,703,957","1,609,508,641,484","12,123,152,258",104.89,51.89,165.89,45.36,120.53
Y,Y,Y,N,ELECTRIC,2024,2,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,2,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,540,508,713,761","649,636,858,944","463,558,764,864","1,196,468,983,947","501,107,817,051","230,844,106,006","1,440,128,775,294","638,760,558,831","582,747,317,484","92,608,212,028","126,012,686,951","3,980,637,489,055","2,027,656,177,681","318,447,794,907","1,014,308,027,748","694,900,355,026","1,952,981,350,693","177,500,000,000","175,331,039,294","-23,226,864,160","-16,970,237,126","1,627,631,427,043","12,715,985,642",103.82,51.94,162.49,45.38,117.12
Y,Y,Y,N,ELECTRIC,2024,3,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,3,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,540,250,771,679","626,995,405,291","440,615,086,799","1,238,414,412,314","511,025,424,251","234,225,867,275","1,449,366,932,205","640,226,613,603","584,280,216,203","92,790,816,304","132,069,286,095","3,989,617,703,884","2,083,513,820,552","313,498,029,643","956,637,064,720","813,378,726,189","1,906,103,883,332","177,500,000,000","172,456,475,944","-24,368,170,210","-14,808,025,411","1,580,057,294,092","15,266,308,917",109.31,50.19,163.47,42.9,120.57
Y,Y,Y,N,ELECTRIC,2024,4,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,4,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,531,496,731,237","610,472,147,177","429,270,498,332","1,211,419,053,550","487,063,517,977","280,335,032,178","1,454,782,398,612","638,990,303,819","591,650,167,315","94,532,206,610","129,609,720,868","3,986,279,129,849","2,068,770,162,584","343,340,638,507","1,016,247,719,308","709,181,804,769","1,917,508,967,265","177,500,000,000","172,456,475,944","-24,368,170,210","-26,965,289,448","1,602,488,091,976","16,397,859,003",107.89,53,159.19,41.65,117.54
Y,Y,Y,N,ELECTRIC,2024,5,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,5,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,561,622,567,755","640,438,091,222","433,356,551,936","1,205,340,479,856","487,120,827,171","282,487,444,741","1,457,677,297,340","642,613,653,940","592,585,588,121","93,916,161,344","128,561,893,935","4,019,299,865,095","2,017,857,136,680","301,586,600,254","1,022,564,327,520","693,706,208,906","2,001,442,728,415","177,500,000,000","224,533,238,196","-13,053,568,712","-29,305,553,775","1,625,109,249,773","16,659,362,933",100.82,51.09,162.7,43.03,119.67
Y,Y,Y,N,ELECTRIC,2024,6,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,6,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,483,143,258,208","521,641,305,886","416,796,986,902","1,276,327,450,643","520,463,842,936","268,377,514,777","1,504,152,005,533","661,798,028,668","605,275,472,227","100,277,826,133","136,800,678,505","3,987,295,263,741","1,969,071,796,823","306,596,737,987","971,613,884,123","690,861,174,713","2,018,223,466,918","177,500,000,000","212,503,506,116","-13,053,568,712","-19,461,920,426","1,639,255,303,886","21,480,146,054",97.56,48.14,169.27,41.67,127.6
Y,Y,Y,N,ELECTRIC,2024,7,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,7,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,593,296,183,513","588,814,188,764","426,737,134,882","1,295,324,391,011","555,518,488,331","282,420,468,856","1,504,264,493,646","661,147,129,961","610,156,965,835","99,828,180,430","133,132,217,420","4,097,560,677,159","2,061,587,211,154","318,474,718,109","1,030,658,679,850","712,453,813,195","2,035,973,466,005","177,500,000,000","212,503,506,116","-13,053,568,712","-16,885,919,610","1,653,620,054,178","22,289,394,033",101.26,50.62,173.88,43.09,130.79
Y,Y,Y,N,ELECTRIC,2024,8,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,8,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,585,881,542,549","608,779,985,750","428,981,713,889","1,281,450,986,600","564,142,179,089","266,668,856,310","1,507,834,177,387","666,577,598,050","610,456,075,612","99,204,083,329","131,596,420,396","4,093,715,719,936","2,040,466,307,530","302,048,411,901","1,034,635,268,041","703,782,627,588","2,053,249,412,406","177,500,000,000","212,503,506,116","-13,053,568,712","-5,847,360,074","1,659,178,530,880","22,968,304,196",99.38,50.39,172.92,43.37,129.55
Y,Y,Y,N,ELECTRIC,2024,9,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,9,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,516,063,219,176","485,460,783,381","430,960,069,147","1,295,710,041,707","539,272,524,645","303,932,324,941","1,580,855,298,447","637,813,296,784","686,471,431,707","128,719,010,414","127,851,559,542","4,096,918,517,623","2,059,332,220,860","266,173,465,749","1,015,695,735,493","777,463,019,618","2,037,586,296,763","177,500,000,000","184,690,398,196","-13,053,568,712","-2,035,228,663","1,669,076,264,224","21,408,431,718",101.07,49.85,174.04,43.44,130.6
Y,Y,Y,N,ELECTRIC,2024,10,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,10,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,812,844,335,735","677,514,537,435","440,448,555,265","1,369,059,408,514","565,913,208,431","325,821,834,521","1,372,546,690,270","425,299,400,774","692,267,017,631","129,706,094,735","125,274,177,130","4,185,391,026,005","2,350,781,862,429","324,067,897,470","1,203,301,552,928","823,412,412,031","1,834,609,163,576","150,000,000,000","2,824,494,221","-11,304,746,897","-22,368,995,476","1,693,318,042,364","22,140,369,364",128.14,65.59,180.7,43.98,136.72
Y,Y,Y,N,ELECTRIC,2024,11,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,11,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,823,461,928,348","616,851,558,777","431,648,779,160","1,418,252,940,829","565,395,012,555","356,708,649,582","1,433,679,545,037","458,334,547,534","722,714,465,271","129,526,556,180","123,103,976,052","4,257,141,473,385","2,400,183,744,079","314,586,818,222","1,199,376,055,201","886,220,870,656","1,856,957,729,306","150,000,000,000","2,824,494,221","-11,304,746,897","-20,975,162,644","1,713,984,188,848","22,428,955,778",129.25,64.59,180.18,42.04,138.14
Y,Y,Y,N,ELECTRIC,2024,12,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,461,541,182,153","461,606,557,901","431,285,399,331","1,284,598,509,757","383,902,324,344","284,050,715,164","1,597,735,609,663","670,535,245,937","698,110,789,579","71,693,604,715","157,395,969,432","4,059,276,791,816","2,232,151,819,169","540,620,486,506","1,025,044,646,087","666,486,686,576","1,827,124,972,647","150,000,000,000","-6,734,181,937","-23,226,864,160","-12,337,442,624","1,728,817,208,595","-9,393,747,227",122.17,56.1,152.76,38.39,114.36
Y,Y,Y,N,ELECTRIC,2024,12,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,829,721,944,245","627,532,886,498","431,458,860,595","1,485,251,100,907","560,450,340,106","285,479,096,245","1,539,221,677,808","446,174,824,625","758,120,415,505","185,402,568,642","149,523,869,036","4,368,943,622,053","2,499,385,010,869","350,769,295,981","1,212,009,796,474","936,605,918,414","1,871,882,681,495","150,000,000,000","-22,941,471,332","-11,201,427,883","-22,201,078,517","1,723,332,403,368","54,894,255,859",133.52,64.75,177.83,40.03,137.8
Y,Y,Y,N,전선(홍치제외),2022,1,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,368,785,614,519","266,041,662,794","1,101,369,863,014","1,497,863,013,699","154,776,022,900","503,511,075,012","1,728,438,367,109","169,335,617,659","1,272,617,038,513","137,482,042,348","149,003,668,589","5,097,223,981,628","3,482,334,537,789","792,986,301,370","1,984,721,267,573","704,626,968,846","1,614,889,445,239","118,617,704,846","837,893,375,065","201,872,769,946","96,386,242,690","159,358,586,599","200,760,766,093",215.64,122.9,177,75,102
Y,Y,Y,N,전선(홍치제외),2022,1,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,303,516,176,719","246,818,941,764","1,053,263,574,179","1,610,566,401,236","144,370,912,959","392,867,259,540","1,531,251,742,527","201,827,170,586","1,149,156,217,699","66,159,834,842","114,108,519,400","4,834,767,919,246","3,379,628,561,833","819,093,846,847","1,904,924,174,262","655,610,540,723","1,455,139,358,703","111,617,824,999","844,188,236,298","201,885,141,267","75,568,881,692","67,594,109,321","154,285,165,127",658.69,401.35,329.36,122.29,207.08
Y,Y,Y,N,전선(홍치제외),2022,2,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,368,785,614,519","266,041,662,794","1,101,369,863,014","1,497,863,013,699","154,776,022,900","503,511,075,012","1,728,438,367,109","169,335,617,659","1,272,617,038,513","137,482,042,348","149,003,668,589","5,097,223,981,628","3,482,334,537,789","792,986,301,370","1,984,721,267,573","704,626,968,846","1,614,889,445,239","118,617,704,846","837,893,375,065","201,872,769,946","96,386,242,690","159,358,586,599","200,760,766,093",215.64,122.9,177,75,102
Y,Y,Y,N,전선(홍치제외),2022,2,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,344,214,590,225","273,383,718,935","1,121,131,036,873","1,553,174,928,669","161,263,829,396","396,524,905,748","1,528,269,718,662","201,194,539,126","1,149,819,531,649","65,747,524,170","111,508,123,718","4,872,484,308,887","3,413,234,028,488","757,161,045,178","1,946,356,359,915","709,716,623,395","1,459,456,873,430","111,617,824,999","844,188,236,298","201,885,141,267","77,277,789,207","70,240,538,891","154,247,342,769",703.81,410.98,348.53,132.07,216.46
Y,Y,Y,N,전선(홍치제외),2022,3,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,368,785,614,519","266,041,662,794","1,101,369,863,014","1,497,863,013,699","154,776,022,900","503,511,075,012","1,728,438,367,109","169,335,617,659","1,272,617,038,513","137,482,042,348","149,003,668,589","5,097,223,981,628","3,482,334,537,789","792,986,301,370","1,984,721,267,573","704,626,968,846","1,614,889,445,239","118,617,704,846","837,893,375,065","201,872,769,946","96,386,242,690","159,358,586,599","200,760,766,093",215.64,122.9,177,75,102
Y,Y,Y,N,전선(홍치제외),2022,3,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,420,992,827,545","299,845,924,894","1,066,055,371,043","1,580,180,829,255","172,358,620,246","474,910,702,352","1,574,512,472,700","200,089,676,114","1,177,914,572,947","68,121,581,272","128,386,642,366","4,995,505,300,245","3,561,286,275,353","831,804,299,658","1,921,689,258,680","807,792,717,016","1,434,219,026,182","111,617,824,999","844,152,515,605","201,885,141,267","74,537,795,239","49,844,258,402","152,181,490,670",765.61,413.37,304.55,116.58,187.98
Y,Y,Y,N,전선(홍치제외),2022,4,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,368,785,614,519","266,041,662,794","1,101,369,863,014","1,497,863,013,699","154,776,022,900","503,511,075,012","1,728,438,367,109","169,335,617,659","1,272,617,038,513","137,482,042,348","149,003,668,589","5,097,223,981,628","3,482,334,537,789","792,986,301,370","1,984,721,267,573","704,626,968,846","1,614,889,445,239","118,617,704,846","837,893,375,065","201,872,769,946","96,386,242,690","159,358,586,599","200,760,766,093",215.64,122.9,177,75,102
Y,Y,Y,N,전선(홍치제외),2022,4,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,630,022,133,609","332,640,587,152","1,043,965,555,964","1,738,281,138,238","171,093,574,745","515,134,852,256","1,604,223,418,105","201,844,891,538","1,209,112,699,070","68,025,548,761","125,240,278,737","5,234,245,551,714","3,777,474,402,117","977,590,764,860","1,992,420,206,813","807,463,430,443","1,456,771,150,885","111,617,824,999","844,152,515,605","201,885,141,267","85,437,042,917","55,028,949,110","158,649,676,988",259.3,136.77,150.54,56.48,94.05
Y,Y,Y,N,전선(홍치제외),2022,5,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,368,785,614,519","266,041,662,794","1,101,369,863,014","1,497,863,013,699","154,776,022,900","503,511,075,012","1,728,438,367,109","169,335,617,659","1,272,617,038,513","137,482,042,348","149,003,668,589","5,097,223,981,628","3,482,334,537,789","792,986,301,370","1,984,721,267,573","704,626,968,846","1,614,889,445,239","118,617,704,846","837,893,375,065","201,872,769,946","96,386,242,690","159,358,586,599","200,760,766,093",215.64,122.9,177,75,102
Y,Y,Y,N,전선(홍치제외),2022,5,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,535,610,902,567","309,614,253,504","1,076,404,329,214","1,660,258,221,224","168,652,906,246","489,334,098,626","1,616,359,299,735","201,050,669,360","1,216,596,159,975","67,645,338,123","131,067,132,277","5,151,970,202,302","3,707,220,162,521","943,445,306,660","1,984,324,391,771","779,450,464,091","1,444,750,041,070","111,617,824,999","844,152,515,605","201,885,141,267","77,335,491,964","54,197,728,903","155,561,338,333",785.31,441.4,397.92,145.13,252.79
