그룹,4개사,11개사,N,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),금리,유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일,차입금구분기표_Usance,차입금구분기표_CP,차입금구분기표_기타장기차입,차입금구분기표_차입금소계
Y,N,Y,N,E1,2024,3,상반기,1분기,IS(별도),계획,"435,033,320,508","246,985,902,508","188,047,418,000",,"9,689,003,095","15,493,101,981","-5,804,098,886",-1.33,"18,431,924,423",0,0,0,"18,431,924,423","12,627,825,537","-4,765,448,516","-4,765,448,516",0,0,0,0,0,"7,862,377,021",,1.81,"1,902,695,239",,"5,959,681,782",-1.03,"847,228,026","5,612,676,542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,3,상반기,1분기,IS(별도),실적,"813,651,216,169","348,782,069,287","464,869,146,882","349,498,591.40","30,441,514,975","2,793,689,444","27,647,825,531",3.4,"-2,077,702,989","1,067,141,802","-6,591,666,409","-15,198,578","3,462,020,196","25,570,122,542","-4,237,060,140","-3,923,261,030",,,,0,"-313,799,110","21,333,062,402","21,333,062,402",2.62,0,,"21,333,062,402",4.25,"2,581,099,992","6,504,361,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,4,상반기,2분기,IS(별도),계획,"395,751,967,870","213,466,234,370","182,285,733,500",,"18,277,345,082","13,714,666,941","4,562,678,141",1.15,"7,577,545,906",0,0,0,"7,577,545,906","12,140,224,047","-4,769,021,519","-4,769,021,519",0,0,0,0,0,"7,371,202,528",,1.86,"1,783,831,012",,"5,587,371,516",0.83,"711,917,278","5,480,938,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,4,상반기,2분기,IS(별도),실적,"853,822,940,510","313,692,705,297","540,130,235,213","396,937,730.90","41,882,757,426","9,430,660,092","32,452,097,334",3.8,"-17,215,713,064","-6,327,745,107","-8,128,411,945","-494,885,839","-2,264,670,173","15,236,384,270","-4,180,554,473","-4,180,554,473",,,,0,0,"11,055,829,797","11,055,829,797",1.29,0,,"11,055,829,797",4.83,"2,531,956,065","6,712,510,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,5,상반기,2분기,IS(별도),계획,"459,893,108,908","206,662,390,908","253,230,718,000",,"19,828,671,963","12,790,702,885","7,037,969,078",1.53,"6,496,033,638",0,0,0,"6,496,033,638","13,534,002,716","-5,076,557,507","-5,076,557,507",0,0,0,0,0,"8,457,445,209",,1.84,"2,046,701,740",,"6,410,743,469",1.21,"746,450,726","5,823,008,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,5,상반기,2분기,IS(별도),실적,"754,681,392,310","291,196,922,691","463,484,469,619","339,918,764.00","49,000,172,203","16,540,177,530","32,459,994,673",4.3,"50,550,921,856","-5,422,802,387","2,761,268,480","-231,336,717","53,443,792,480","83,010,916,529","-4,119,635,684","-4,119,635,684",,,,0,0,"78,891,280,845","78,891,280,845",10.45,0,,"78,891,280,845",5.38,"1,913,343,995","6,032,979,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,6,상반기,2분기,IS(별도),계획,"443,784,582,532","196,259,564,532","247,525,018,000",,"25,077,405,238","18,996,726,803","6,080,678,435",1.37,"1,915,989,061",0,0,0,"1,915,989,061","7,996,667,496","-4,747,820,627","-4,747,820,627",0,0,0,0,0,"3,248,846,869",,0.73,"786,220,942",,"2,462,625,927",1.08,"887,612,377","5,635,433,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,6,상반기,2분기,IS(별도),실적,"853,361,863,904","366,910,187,123","486,451,676,781","353,661,128.30","25,354,760,661","18,980,419,723","6,374,340,938",0.75,"12,763,577,470","-5,166,012,107","-882,696,804","12,523,421","18,799,762,960","19,137,918,408","-664,464,244","-3,675,895,302",,,,0,"3,011,431,058","18,473,454,164","18,473,454,164",2.16,0,,"18,473,454,164",1.13,"1,982,957,126","5,658,852,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,7,하반기,3분기,IS(별도),계획,"445,104,395,777","192,638,857,777","252,465,538,000",,"26,281,721,701","11,649,825,916","14,631,895,785",3.29,"1,076,648,355",0,0,0,"1,076,648,355","15,708,544,140","-5,253,812,769","-5,253,812,769",0,0,0,0,0,"10,454,731,371",,2.35,"2,530,044,992",,"7,924,686,379",2.44,"750,512,048","6,004,324,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,7,하반기,3분기,IS(별도),실적,"801,266,665,311","268,397,671,293","532,868,994,018","385,423,056.60","13,603,477,827","11,814,853,085","1,788,624,742",0.22,"3,552,582,161","-2,078,842,878","2,975,300,662","-18,762,765","2,674,887,142","5,341,206,903","-3,893,319,954","-3,893,319,954",,,,0,,"1,447,886,949","1,447,886,949",0.18,"3,195,577,432",,"-1,747,690,483",0.32,"1,726,675,942","5,601,663,723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,8,하반기,3분기,IS(별도),계획,"453,101,298,236","200,248,795,736","252,852,502,500",,"23,477,580,854","11,656,844,967","11,820,735,887",2.61,"3,837,040,876",0,0,0,"3,837,040,876","15,657,776,763","-5,226,200,181","-5,226,200,181",0,0,0,0,0,"10,431,576,582",,2.3,"2,524,441,533",,"7,907,135,049",1.98,"751,309,147","5,977,509,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,8,하반기,3분기,IS(별도),실적,"678,304,626,617","263,586,145,313","414,718,481,304","306,279,466.90","11,862,335,306","12,902,622,268","-1,040,286,962",-0.15,"30,355,429,842","5,274,893,714","9,428,177,382","41,172,717","15,611,186,029","29,315,142,880","-3,339,027,830","-3,339,027,830",,,,0,,"25,976,115,050","25,976,115,050",3.83,"491,844,960",,"25,484,270,090",-0.18,"2,566,365,259","5,905,393,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,9,하반기,3분기,IS(별도),계획,"465,499,551,328","200,628,106,828","264,871,444,500",,"23,041,290,132","14,166,229,706","8,875,060,426",1.91,"4,097,237,183",0,0,"-1,500,000,000","5,597,237,183","12,972,297,609","-4,916,305,892","-4,916,305,892",0,0,0,0,0,"8,055,991,717",,1.73,"1,949,549,995",,"6,106,441,722",1.53,"893,270,909","5,809,576,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,9,하반기,3분기,IS(별도),실적,"727,657,395,590","198,624,787,870","529,032,607,720","394,919,450.90","30,762,833,091","17,653,533,261","13,109,299,830",1.8,"21,224,073,508","4,424,668,843","2,434,721,185","112,203,577","14,252,479,903","34,333,373,338","-5,730,888,028","-4,383,860,321",,,,0,"-1,347,027,707","28,602,485,310","28,602,485,310",3.93,0,,"28,602,485,310",1.96,"2,301,432,771","6,685,293,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,10,하반기,4분기,IS(별도),계획,"486,825,400,874","217,226,727,374","269,598,673,500",,"24,748,815,672","12,743,692,176","12,005,123,496",2.47,"4,455,341,835",0,0,0,"4,455,341,835","16,460,465,331","-5,003,858,790","-5,003,858,790",0,0,0,0,0,"11,456,606,541",,2.35,"2,772,498,783",,"8,684,107,758",2.08,"764,146,673","5,768,005,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,10,하반기,4분기,IS(별도),실적,"856,177,492,320","175,274,982,375","680,902,509,945","501,208,600.80","43,253,449,317","10,473,056,097","32,780,393,220",3.83,"-40,202,080,007","-912,727,079","-22,197,422,632","2,212,128,584","-19,304,058,880","-7,421,686,787","-5,276,122,316","-5,276,122,316",,,,0,0,"-12,697,809,103","-12,697,809,103",-1.48,0,,"-12,697,809,103",4.7,"1,700,563,649","6,976,685,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,11,하반기,4분기,IS(별도),계획,"506,607,693,461","232,771,806,461","273,835,887,000",,"23,824,292,162","11,577,512,935","12,246,779,227",2.42,"6,783,638,142",0,0,0,"6,783,638,142","19,030,417,369","-4,904,153,595","-4,904,153,595",0,0,0,0,0,"14,126,263,774",,2.79,"3,418,555,833",,"10,707,707,941",2.16,"754,376,935","5,658,530,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,11,하반기,4분기,IS(별도),실적,"644,793,041,509","176,355,717,405","468,437,324,104","335,340,421.20","20,983,024,943","11,729,632,668","9,253,392,275",1.44,"33,849,462,979","-9,133,006,350","5,454,260,106","-127,074,755","37,655,283,978","43,102,855,254","-4,589,435,947","-4,589,435,947",,,,0,0,"38,513,419,307","38,513,419,307",5.97,0,,"38,513,419,307",1.39,"2,064,604,530","6,654,040,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,12,하반기,4분기,IS(별도),계획,"552,448,159,140","273,130,276,140","279,317,883,000",,"20,794,155,067","39,115,380,983","-18,321,225,916",-3.32,"6,456,721,312",0,0,0,"6,456,721,312","-11,864,504,604","-4,780,181,607","-4,780,181,607",0,0,0,0,0,"-16,644,686,211",,-3.01,"-4,028,014,063",,"-12,616,672,148",-3.21,"929,418,861","5,709,600,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,12,하반기,4분기,IS(별도),실적,"755,590,640,637","200,149,112,543","555,441,528,094","388,406,012.80","507,092,563","46,319,094,502","-45,812,001,939",-6.06,"-32,367,539,013","-9,789,586,213","-13,328,359,563","-59,781,606","-9,189,811,631","-78,179,540,952","5,122,512,776","-5,008,924,819",,,,0,"10,131,437,595","-73,057,028,176","-73,057,028,176",-9.67,"38,928,577,718",,"-111,985,605,894",-6.3,"2,259,696,522","7,268,621,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,1,상반기,1분기,IS(별도),계획,"138,479,124,613","98,755,608,084","39,723,516,529",,"23,553,386,043","21,351,899,350","2,201,486,693",1.59,"407,599,440",0,0,"-36,461,750","444,061,190","2,609,086,133","-637,838,352","-633,781,163",,,0,0,"-4,057,189","1,971,247,781",,1.42,"477,041,963",,"1,494,205,818",1.76,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,1,상반기,1분기,IS(별도),실적,"172,832,292,795","108,156,049,903","64,676,242,892","54,167,254.00","37,254,447,279","22,209,243,632","15,045,203,647",8.71,"-772,580,622","189,148,739","-1,537,504,978","13,923,534","561,852,083","14,272,623,025","-465,069,425","-25,333,543",,,,"-3,221,608","-436,514,274","13,807,553,600","13,807,553,600",7.99,"3,297,952,053",,"10,509,601,547",13.78,"1,066,213,574","1,091,547,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,2,상반기,1분기,IS(별도),계획,"148,116,891,436","105,599,176,472","42,517,714,964",,"24,051,001,837","21,903,753,010","2,147,248,827",1.45,"178,599,440",0,0,"-36,461,750","215,061,190","2,325,848,267","-637,838,352","-633,781,163",,,0,0,"-4,057,189","1,688,009,915",,1.14,"408,498,399",,"1,279,511,516",1.72,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,2,상반기,1분기,IS(별도),실적,"129,669,987,781","86,881,313,829","42,788,673,952","35,681,848.00","27,119,594,651","23,955,384,649","3,164,210,002",2.44,"3,257,640,728","-2,651,620,615","5,263,071,037","136,118,332","510,071,974","6,421,850,730","-620,931,975","-257,647,169",,,,"-3,446,734","-359,838,072","5,800,918,755","5,800,918,755",4.47,"1,447,298,257",,"4,353,620,498",2.57,"975,951,887","1,233,599,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,3,상반기,1분기,IS(별도),계획,"183,668,900,320","132,223,845,861","51,445,054,459",,"29,360,163,862","27,494,915,767","1,865,248,095",1.02,"-1,541,295,560",0,0,"-1,756,356,750","215,061,190","323,952,535","-637,838,352","-633,781,163",,,0,0,"-4,057,189","-313,885,817",,-0.17,"-75,960,368",,"-237,925,449",1.49,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,3,상반기,1분기,IS(별도),실적,"176,803,951,911","110,752,956,345","66,050,995,566","54,153,481.10","39,801,584,428","26,971,479,350","12,830,105,078",7.26,"773,191,000","-2,905,294,442","3,541,253,747","60,597,269","76,634,426","13,603,296,078","-1,817,319,194","-120,281,029",,,,"-8,576,590","-1,688,461,575","11,785,976,884","11,785,976,884",6.67,"2,722,201,733","1,181,342,985","9,063,775,151",9.39,"1,245,386,678","1,365,667,707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,4,상반기,2분기,IS(별도),계획,"177,333,123,499","126,692,756,153","50,640,367,346",,"32,579,853,928","23,522,234,621","9,057,619,307",5.11,"178,599,440",0,0,"-36,461,750","215,061,190","9,236,218,747","-637,838,352","-633,781,163",,,0,0,"-4,057,189","8,598,380,395",,4.85,"2,080,808,056",,"6,517,572,339",7.25,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,4,상반기,2분기,IS(별도),실적,"175,147,204,510","118,355,628,941","56,791,575,569","45,998,149.60","37,377,155,869","24,453,309,164","12,923,846,705",7.38,"-8,301,399,805","3,721,130,115","-10,813,099,896","-1,221,087,002","11,656,978","4,622,446,900","-975,026,017","-395,462,413",,,,"-4,288,861","-575,274,743","3,647,420,883","3,647,420,883",2.08,"882,675,854",0,"2,764,745,029",9.7,"937,074,595","1,332,537,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,5,상반기,2분기,IS(별도),계획,"166,917,170,632","116,120,450,433","50,796,720,199",,"31,896,912,031","23,015,268,498","8,881,643,533",5.32,"178,599,440",0,0,"-36,461,750","215,061,190","9,060,242,973","-637,838,352","-633,781,163",,,0,0,"-4,057,189","8,422,404,621",,5.05,"2,038,221,918",,"6,384,182,703",7.11,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,5,상반기,2분기,IS(별도),실적,"217,590,045,196","156,824,919,207","60,765,125,989","47,776,493.90","39,008,723,237","23,022,722,908","15,986,000,329",7.35,"-1,682,254,190","-5,030,991,026","2,790,542,245","-2,113,165","560,307,756","14,303,746,139","-328,416,921","-347,655,746",,,,"13,492,959","5,745,866","13,975,329,218","13,975,329,218",6.42,"3,382,029,671",0,"10,593,299,547",13.17,"866,366,205","1,214,021,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,6,상반기,2분기,IS(별도),계획,"201,086,136,672","133,634,852,545","67,451,284,127",,"40,985,838,447","24,671,535,401","16,314,303,046",8.11,"178,599,440",0,0,"-36,461,750","215,061,190","16,492,902,486","-637,838,352","-633,781,163",,,0,0,"-4,057,189","15,855,064,134",,7.88,"3,836,925,520",,"12,018,138,614",13.06,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,6,상반기,2분기,IS(별도),실적,"230,669,165,177","170,541,450,874","60,127,714,303","47,070,639.90","41,557,406,882","26,594,807,789","14,962,599,093",6.49,"-10,924,432,361","3,636,602,045","-15,082,092,913","-206,045,049","727,103,556","4,038,166,732","-5,696,915,039","-196,034,909",,,,"-35,729,548","-5,465,150,582","-1,658,748,307","-1,658,748,307",-0.72,"-33,762,088",0,"-1,624,986,219",13.72,"894,696,154","1,090,731,063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,7,하반기,3분기,IS(별도),계획,"170,278,512,108","115,926,673,162","54,351,838,946",,"36,694,054,975","23,217,801,000","13,476,253,975",7.91,"178,599,440",0,0,"-36,461,750","215,061,190","13,654,853,415","-637,838,352","-633,781,163",,,0,0,"-4,057,189","13,017,015,063",,7.64,"3,150,117,645",,"9,866,897,418",10.79,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,7,하반기,3분기,IS(별도),실적,"201,758,446,708","116,673,302,035","85,085,144,673","65,878,025.40","41,284,345,100","22,520,082,339","18,764,262,761",9.3,"-2,105,016,229","-4,159,920,024","1,782,687,621","-5,000","272,221,174","16,659,246,532","-633,935,636","-399,258,488",,,,0,"-234,677,148","16,025,310,896","16,025,310,896",7.94,"3,878,125,237",0,"12,147,185,659",16.67,"726,557,846","1,125,816,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,8,하반기,3분기,IS(별도),계획,"147,488,209,800","103,335,026,919","44,153,182,881",,"31,664,906,753","23,121,765,517","8,543,141,236",5.79,"178,599,440",0,0,"-36,461,750","215,061,190","8,721,740,676","-637,838,352","-633,781,163",,,0,0,"-4,057,189","8,083,902,324",,5.48,"1,956,304,362",,"6,127,597,962",6.84,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,8,하반기,3분기,IS(별도),실적,"172,256,999,831","107,478,209,003","64,778,790,828","48,866,005.70","36,865,234,311","23,848,546,742","13,016,687,569",7.56,"-12,311,658,505","-4,510,029,830","-9,152,663,524","-35,000","1,351,069,849","705,029,064","-676,246,825","-281,145,641",,,,"-79,624","-395,021,560","28,782,239","28,782,239",0.02,0,0,"28,782,239",11.61,"840,095,414","1,121,241,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,9,하반기,3분기,IS(별도),계획,"190,550,238,326","131,804,910,534","58,745,327,792",,"37,519,016,640","24,156,256,268","13,362,760,372",7.01,"419,599,440",0,0,"-36,461,750","456,061,190","13,782,359,812","-637,838,352","-633,781,163",,,0,0,"-4,057,189","13,144,521,460",,6.9,"3,180,974,193",,"9,963,547,267",10.7,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,9,하반기,3분기,IS(별도),실적,"183,499,049,242","118,679,749,817","64,819,299,425","46,371,979.40","38,486,372,547","24,106,546,004","14,379,826,543",7.84,"-21,549,518,968","-16,361,842,262","-7,313,435,229","-157,951,530","2,283,710,053","-7,169,692,425","4,190,125,853","-214,106,027",,,,0,"4,404,231,880","-2,979,566,572","-2,979,566,572",-1.62,"4,444,966,342",0,"-7,424,532,914",13.25,"870,800,669","1,084,906,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,10,하반기,4분기,IS(별도),계획,"189,562,132,812","135,328,402,317","54,233,730,495",,"37,053,809,849","23,864,138,324","13,189,671,525",6.96,"178,599,440",0,0,"-36,461,750","215,061,190","13,368,270,965","-637,838,352","-633,781,163",,,0,0,"-4,057,189","12,730,432,613",,6.72,"3,080,764,692",,"9,649,667,921",10.56,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,10,하반기,4분기,IS(별도),실적,"196,760,747,184","122,027,655,848","74,733,091,336","53,087,012.10","44,018,131,585","23,531,246,286","20,486,885,299",10.41,"-932,522,050","-14,097,122,237","12,725,285,875","3,180,818","436,133,494","19,554,363,249","-463,446,076","-529,990,844",,,,"-15,548","66,560,316","19,090,917,173","19,090,917,173",9.7,"4,620,001,956",0,"14,470,915,217",15.16,"821,309,655","1,351,300,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,11,하반기,4분기,IS(별도),계획,"197,626,508,176","141,760,862,148","55,865,646,028",,"37,416,641,015","23,675,192,258","13,741,448,757",6.95,"178,599,440",0,0,"-36,461,750","215,061,190","13,920,048,197","-637,838,352","-633,781,163",,,0,0,"-4,057,189","13,282,209,845",,6.72,"3,214,294,782",,"10,067,915,063",11,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,11,하반기,4분기,IS(별도),실적,"216,162,444,409","142,943,737,414","73,218,706,995","53,654,322.40","39,045,862,346","23,117,668,376","15,928,193,970",7.37,"24,473,092,387","-2,487,118,732","26,391,001,994","28,805,260","540,403,865","40,401,286,357","-887,128,573","-739,403,468",,,,"-532,112","-147,192,993","39,514,157,784","39,514,157,784",18.28,"9,279,588,674",0,"30,234,569,110",10.55,"770,635,014","1,510,038,482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,12,하반기,4분기,IS(별도),계획,"222,064,242,742","146,013,776,722","76,050,466,020",,"37,915,734,229","25,740,722,124","12,175,012,105",5.48,"178,599,440",0,0,"-36,461,750","215,061,190","12,353,611,545","-637,838,352","-633,781,163",,,0,0,"-4,057,189","11,715,773,193",,5.28,"2,835,217,113",,"8,880,556,080",9.75,"615,323,823","1,249,104,986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2022,12,하반기,4분기,IS(별도),실적,"210,323,029,715","140,338,331,192","69,984,698,523","53,990,140.80","12,092,678,554","31,404,852,527","-19,312,173,973",-9.18,"6,061,588,927","3,225,712,738","14,477,851,284","-634,013,043","-11,007,962,052","-13,250,585,046","-14,941,842,331","-70,908,028",,,,"-2,501,139","-14,868,433,164","-28,192,427,377","-28,192,427,377",-13.4,"-10,492,398,203","-409,471,613","-17,700,029,174",-11.22,"1,650,648,856","1,721,556,884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2023,1,상반기,1분기,IS(별도),계획,"201,670,012,477","119,229,287,417","82,440,725,060","63,415,942.40","41,246,930,421","29,954,287,829","11,292,642,592",5.6,"59,752,688",0,0,"-34,268,000","94,020,688","11,352,395,280","-318,626,433","-316,065,459",0,0,0,0,"-2,560,974","11,033,768,847",,5.47,"2,670,172,061",0,"8,363,596,786",7.55,"1,180,053,493","1,496,118,952","16,842,291,371","1,300.00","8,500.00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2023,1,상반기,1분기,IS(별도),실적,"195,544,709,150","134,066,312,044","61,478,397,106","49,291,158.20","44,582,919,550","22,335,179,446","22,247,740,104",11.38,"15,879,940,671","-845,249,936","16,382,990,146","5,687,000","336,513,461","38,127,680,775","-1,002,594,096","-953,857,037",,,,,"-48,737,059","37,125,086,679","37,125,086,679",18.99,"9,206,688,722","244,179,837","27,918,397,957",13.73,"666,871,297","1,620,728,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2023,2,상반기,1분기,IS(별도),계획,"207,768,908,577","121,804,274,288","85,964,634,289","66,126,641.80","38,671,936,609","25,995,412,835","12,676,523,774",6.1,"62,252,688",0,0,"-34,268,000","96,520,688","12,738,776,462","-318,626,433","-316,065,459",0,0,0,0,"-2,560,974","12,420,150,029",,5.98,"3,005,676,307",0,"9,414,473,722",8.47,"1,180,053,493","1,496,118,952","18,222,150,804","1,300.00","8,500.00",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,ELECTRIC,2023,2,상반기,1분기,IS(별도),실적,"212,186,075,022","130,379,768,958","81,806,306,064","64,517,184.20","46,478,089,748","24,404,283,217","22,073,806,531",10.4,"-37,482,941,192","-546,339,425","-37,523,704,847","3,498,000","583,605,080","-15,409,134,661","-1,121,391,426","-708,391,950",,,,,"-412,999,476","-16,530,526,087","-16,530,526,087",-7.79,0,0,"-16,530,526,087",13.02,"986,395,567","1,694,787,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
